Name,Edition,Price,Type,Mana Cost
Scalding Viper // Steam Clean,Cheapest Recent Printing - Wilds of Eldraine,0.25,Creature - Elemental Snake // Sorcery - Adventure,sym_1 sym_r sym_1 sym_u
Scaldkin,Cheapest Recent Printing - Khans of Tarkir,0.03,Creature - Elemental,sym_3 sym_u
Scale Blessing,Cheapest Recent Printing - Dragons of Tarkir,0.07,Instant,sym_3 sym_w
Scale of Chiss-Goria,Cheapest Recent Printing - Mirrodin,0.14,Artifact,sym_3
Scale the Heights,Cheapest Recent Printing - Zendikar Rising,0.14,Sorcery,sym_2 sym_g
Scale Up,Cheapest Recent Printing - The List,0.48,Sorcery,sym_g
Scalebane's Elite,Cheapest Recent Printing - Visions,0.16,Creature - Human Soldier,sym_3 sym_g sym_w
Scaled Behemoth,Cheapest Recent Printing - Amonkhet,0.04,Creature - Crocodile,sym_4 sym_g sym_g
Scaled Destruction,Cheapest Recent Printing - Mystery Booster Playtest Cards 2021,0.35,Sorcery,sym_4 sym_w sym_w
Scaled Herbalist,Cheapest Recent Printing - Adventures in the Forgotten Realms,0.13,Creature - Lizard Druid,sym_1 sym_g
Scaled Hulk,Cheapest Recent Printing - Betrayers of Kamigawa,0.08,Creature - Spirit,sym_5 sym_g
Scaled Nurturer,Cheapest Recent Printing - Commander Legends: Battle for Baldur's Gate,0.18,Creature - Dragon Druid,sym_1 sym_g
Scaled Wurm,Cheapest Recent Printing - Ninth Edition,0.14,Creature - Wurm,sym_7 sym_g
Scaleguard Sentinels,Cheapest Recent Printing - Dragons of Tarkir,0.06,Creature - Human Soldier,sym_g sym_g
Scalelord Reckoner,Cheapest Recent Printing - Mystery Booster 2,1.24,Creature - Dragon,sym_3 sym_w sym_w
Scales of Shale,Cheapest Recent Printing - Bloomburrow,0.03,Instant,sym_2 sym_b
Scalesoul Gnome,Cheapest Recent Printing - Alchemy: Ixalan,N/A,Artifact Creature - Gnome,sym_3 sym_r sym_w
Scalespeaker Shepherd,Cheapest Recent Printing - Alchemy: Ixalan,N/A,Creature - Human Druid,sym_2 sym_g
Scalestorm Summoner,Cheapest Recent Printing - Outlaws of Thunder Junction,0.06,Creature - Human Warlock,sym_2 sym_r
Scalpelexis,Cheapest Recent Printing - Tenth Edition,0.25,Creature - Beast,sym_4 sym_u
Scampering Scorcher,Cheapest Recent Printing - Core Set 2020,0.05,Creature - Elemental,sym_3 sym_r
Scampering Surveyor,Cheapest Recent Printing - The Lost Caverns of Ixalan,0.12,Artifact Creature - Gnome,sym_4
Scampire,Cheapest Recent Printing - Unfinity,0.06,Creature - Vampire Employee,sym_2 sym_b
Scandalmonger,Cheapest Recent Printing - Mercadian Masques,0.30,Creature - Boar Monger,sym_3 sym_b
Scapegoat,Cheapest Recent Printing - Stronghold,0.51,Instant,sym_w
Scapeshift,Cheapest Recent Printing - Core Set 2019,48.59,Sorcery,sym_2 sym_g sym_g
Scar,Cheapest Recent Printing - Shadowmoor,0.16,Instant,sym_br
Scarab Feast,Cheapest Recent Printing - Amonkhet,0.09,Instant,sym_b
Scarab of the Unseen,Cheapest Recent Printing - Alliances,0.21,Artifact,sym_2
Scarblade Elite,Cheapest Recent Printing - Morningtide,2.73,Creature - Elf Assassin,sym_b sym_b
Scare Tactics,Cheapest Recent Printing - Exodus,0.10,Instant,sym_b
Scarecrone,Cheapest Recent Printing - Eventide,3.14,Artifact Creature - Scarecrow,sym_3
Scarecrow,Cheapest Recent Printing - The Dark,1.34,Artifact Creature - Scarecrow,sym_5
Scarecrow Guide,Cheapest Recent Printing - Wilds of Eldraine,0.04,Artifact Creature - Scarecrow,sym_2
Scared Stiff,Cheapest Recent Printing - Unfinity,0.03,Creature - Zombie Coward Guest,sym_2 sym_b
Scaretiller,Cheapest Recent Printing - Outlaws of Thunder Junction Commander,0.37,Artifact Creature - Scarecrow,sym_4
Scarland Thrinax,Cheapest Recent Printing - Conflux,0.10,Creature - Lizard,sym_b sym_r sym_g
"Scarlet Spider, Ben Reilly",Cheapest Recent Printing - Marvel's Spider-Man,0.41,Legendary Creature - Spider Human Hero,sym_1 sym_r sym_g
"Scarlet Spider, Kaine",Cheapest Recent Printing - Marvel's Spider-Man,0.07,Legendary Creature - Spider Human Hero,sym_b sym_r
Scarred Puma,Cheapest Recent Printing - Invasion,0.08,Creature - Cat,sym_r
Scarred Vinebreeder,Cheapest Recent Printing - Lorwyn,0.16,Creature - Elf Shaman,sym_1 sym_b
Scarring Memories,Cheapest Recent Printing - Avatar: The Last Airbender Eternal,0.30,Sorcery - Lesson,sym_3 sym_b
Scars of the Veteran,Cheapest Recent Printing - Alliances,0.27,Instant,sym_4 sym_w
Scarscale Ritual,Cheapest Recent Printing - Shadowmoor,0.21,Sorcery,sym_1 sym_ub
Scarwood Bandits,Cheapest Recent Printing - The Dark,5.10,Creature - Human Rogue,sym_2 sym_g sym_g
Scarwood Goblins,Cheapest Recent Printing - The Dark,0.19,Creature - Goblin,sym_r sym_g
Scarwood Hag,Cheapest Recent Printing - The Dark,0.91,Creature - Hag,sym_1 sym_g
Scarwood Treefolk,Cheapest Recent Printing - Time Spiral,0.09,Creature - Treefolk,sym_3 sym_g
Scathe Zombies,Cheapest Recent Printing - Tenth Edition,0.07,Creature - Zombie,sym_2 sym_b
Scatter Arc,Cheapest Recent Printing - Gatecrash,0.05,Instant,sym_3 sym_u
Scatter Ray,Cheapest Recent Printing - The Brothers' War,0.08,Instant,sym_1 sym_u
Scatter the Seeds,Cheapest Recent Printing - Ravnica: City of Guilds,0.14,Instant,sym_3 sym_g sym_g
Scatter to the Winds,Cheapest Recent Printing - Battle for Zendikar,0.26,Instant,sym_1 sym_u sym_u
Scattered Groves,Cheapest Recent Printing - Amonkhet,0.21,Land - Forest Plains,
Scattered Thoughts,Cheapest Recent Printing - Innistrad: Crimson Vow,0.08,Instant,sym_3 sym_u
Scattering Stroke,Cheapest Recent Printing - Lorwyn,0.25,Instant,sym_2 sym_u sym_u
Scattershot,Cheapest Recent Printing - Scourge,0.27,Instant,sym_2 sym_r
Scattershot Archer,Cheapest Recent Printing - Conflux,2.07,Creature - Elf Archer,sym_g
Scavenged Blade,Cheapest Recent Printing - Zendikar Rising,0.08,Artifact - Equipment,sym_1 sym_r
Scavenged Brawler,Cheapest Recent Printing - The Brothers' War Commander,4.66,Artifact Creature - Construct,sym_6
Scavenged Weaponry,Cheapest Recent Printing - Invasion,0.18,Enchantment - Aura,sym_2 sym_b
Scavenger Drake,Cheapest Recent Printing - Shards of Alara,0.09,Creature - Drake,sym_3 sym_b
Scavenger Folk,Cheapest Recent Printing - Seventh Edition,0.18,Creature - Human,sym_g
Scavenger Grounds,Cheapest Recent Printing - Hour of Devastation,0.46,Land - Desert,
Scavenger Hunt,Cheapest Recent Printing - Unfinity,0.07,Artifact - Attraction,
Scavenger Regent // Exude Toxin,Cheapest Recent Printing - Tarkir: Dragonstorm,0.30,Creature - Dragon // Sorcery - Omen,sym_3 sym_b sym_x sym_b sym_b
Scavenger's Talent,Cheapest Recent Printing - Bloomburrow,0.97,Enchantment - Class,sym_b
Scavenging Ghoul,Cheapest Recent Printing - Fourth Edition,0.13,Creature - Zombie,sym_3 sym_b
Scavenging Harpy,Cheapest Recent Printing - Theros Beyond Death,0.03,Creature - Harpy,sym_2 sym_b
Scavenging Ooze,Cheapest Recent Printing - Foundations,0.22,Creature - Ooze,sym_1 sym_g
Scavenging Scarab,Cheapest Recent Printing - Darksteel,0.05,Creature - Insect,sym_3 sym_b
Scene of the Crime,Cheapest Recent Printing - Murders at Karlov Manor,0.22,Artifact Land - Clue,
Scent of Brine,Cheapest Recent Printing - Urza's Destiny,0.17,Instant,sym_1 sym_u
Scent of Cinder,Cheapest Recent Printing - Urza's Destiny,0.16,Sorcery,sym_1 sym_r
Scent of Ivy,Cheapest Recent Printing - Urza's Destiny,0.19,Instant,sym_g
Scent of Jasmine,Cheapest Recent Printing - Urza's Destiny,0.21,Instant,sym_w
Scent of Nightshade,Cheapest Recent Printing - Urza's Destiny,0.15,Instant,sym_1 sym_b
Scepter of Celebration,Cheapest Recent Printing - Streets of New Capenna Commander,3.13,Artifact - Equipment,sym_2 sym_g
Scepter of Dominance,Cheapest Recent Printing - Conflux,0.41,Artifact,sym_1 sym_w sym_w
Scepter of Empires,Cheapest Recent Printing - Magic 2012,0.19,Artifact,sym_3
Scepter of Fugue,Cheapest Recent Printing - Conflux,0.50,Artifact,sym_b sym_b
Scepter of Insight,Cheapest Recent Printing - Conflux,0.21,Artifact,sym_1 sym_u sym_u
Sceptre of Eternal Glory,"Cheapest Recent Printing - Warhammer 40,000",17.72,Legendary Artifact,sym_4
Schema Thief,Cheapest Recent Printing - March of the Machine Commander,0.30,Creature - Vedalken Rogue Artificer,sym_3 sym_u
Scheming Aspirant,Cheapest Recent Printing - Phyrexia: All Will Be One,0.09,Creature - Phyrexian Advisor,sym_1 sym_b
Scheming Fence,Cheapest Recent Printing - Streets of New Capenna,0.15,Creature - Human Citizen,sym_w sym_u
Scheming Symmetry,Cheapest Recent Printing - Secret Lair Drop Series,4.52,Sorcery,sym_b
Schismotivate,Cheapest Recent Printing - Guildpact,0.14,Instant,sym_1 sym_u sym_r
Scholar of Athreos,Cheapest Recent Printing - Theros,0.05,Creature - Human Cleric,sym_2 sym_w
Scholar of Combustion,Cheapest Recent Printing - Foundations Jumpstart,0.10,Creature - Human Wizard,sym_3 sym_r
Scholar of New Horizons,Cheapest Recent Printing - Final Fantasy Commander,0.23,Creature - Human Scout,sym_1 sym_w
Scholar of Stars,Cheapest Recent Printing - Core Set 2019,0.06,Creature - Human Artificer,sym_3 sym_u
Scholar of the Ages,Cheapest Recent Printing - Core Set 2020,0.09,Creature - Human Wizard,sym_5 sym_u sym_u
Scholar of the Lost Trove,Cheapest Recent Printing - Jumpstart,0.31,Creature - Sphinx,sym_5 sym_u sym_u
Scholarship Sponsor,Cheapest Recent Printing - Commander 2021,0.33,Creature - Human Advisor,sym_3 sym_w
School Daze,Cheapest Recent Printing - Marvel's Spider-Man,0.04,Instant,sym_3 sym_u sym_u
School of Piranha,Cheapest Recent Printing - Exodus,0.08,Creature - Fish,sym_1 sym_u
School of the Unseen,Cheapest Recent Printing - Alliances,0.24,Land,
Scion of Calamity,Cheapest Recent Printing - The Lost Caverns of Ixalan Commander,0.35,Creature - Dinosaur,sym_3 sym_g sym_g
Scion of Darkness,Cheapest Recent Printing - Foundations Jumpstart,0.20,Creature - Avatar,sym_5 sym_b sym_b sym_b
Scion of Draco,Cheapest Recent Printing - Modern Horizons 2,2.27,Artifact Creature - Dragon,sym_12
Scion of Glaciers,Cheapest Recent Printing - Khans of Tarkir,0.09,Creature - Elemental,sym_2 sym_u sym_u
Scion of Halaster,Cheapest Recent Printing - Commander Legends: Battle for Baldur's Gate,0.06,Legendary Enchantment - Background,sym_1 sym_b
Scion of Oona,Cheapest Recent Printing - Lorwyn,4.67,Creature - Faerie Soldier,sym_2 sym_u
Scion of Opulence,Cheapest Recent Printing - Foundations Jumpstart,0.17,Creature - Vampire Noble,sym_2 sym_r
Scion of Shiv,Cheapest Recent Printing - Jumpstart: Historic Horizons,N/A,Creature - Dragon,sym_2 sym_r sym_r
Scion of Stygia,Cheapest Recent Printing - Adventures in the Forgotten Realms,0.03,Creature - Tiefling Shaman,sym_2 sym_u
Scion of the Deep,Cheapest Recent Printing - Extras: Foundations,N/A,Token Legendary Creature - Octopus,
Scion of the Deep // Koma's Coil,Cheapest Recent Printing - Extras: Foundations,N/A,Token,
Scion of the Swarm,Cheapest Recent Printing - Zendikar Rising,0.10,Creature - Vampire Cleric,sym_3 sym_b sym_b
Scion of the Ur-Dragon,Cheapest Recent Printing - Time Spiral,9.74,Legendary Creature - Dragon Avatar,sym_w sym_u sym_b sym_r sym_g
Scion of the Wild,Cheapest Recent Printing - Tenth Edition,0.29,Creature - Avatar,sym_1 sym_g sym_g
Scion of Ugin,Cheapest Recent Printing - Dragons of Tarkir,0.10,Creature - Dragon Spirit,sym_6
Scion of Vitu-Ghazi,Cheapest Recent Printing - Dragon's Maze,0.18,Creature - Elemental,sym_3 sym_w sym_w
Scion Summoner,Cheapest Recent Printing - Oath of the Gatewatch,0.09,Creature - Eldrazi Drone,sym_2 sym_g
Scissors Lizard,Cheapest Recent Printing - Unsanctioned,0.25,Artifact Creature - Lizard,sym_4
Scooch,Cheapest Recent Printing - Unfinity,0.04,Instant,sym_1 sym_b
Scorch Rider,Cheapest Recent Printing - Zendikar Rising,0.04,Creature - Human Warrior,sym_3 sym_r
Scorch Spitter,Cheapest Recent Printing - Core Set 2020,0.06,Creature - Elemental Lizard,sym_r
Scorch the Fields,Cheapest Recent Printing - Dark Ascension,0.06,Sorcery,sym_4 sym_r
Scorched Earth,Cheapest Recent Printing - Tempest,0.56,Sorcery,sym_x sym_r
Scorched Ruins,Cheapest Recent Printing - Weatherlight,53.86,Land,
Scorched Rusalka,Cheapest Recent Printing - Guildpact,0.14,Creature - Spirit,sym_r
Scorching Dragonfire,Cheapest Recent Printing - Foundations,0.15,Instant,sym_1 sym_r
Scorching Lava,Cheapest Recent Printing - Invasion,0.10,Instant,sym_1 sym_r
Scorching Missile,Cheapest Recent Printing - Odyssey,0.06,Sorcery,sym_3 sym_r
Scorching Shot,Cheapest Recent Printing - Outlaws of Thunder Junction,0.12,Sorcery,sym_r sym_r
Scorching Spear,Cheapest Recent Printing - Starter 1999,0.10,Sorcery,sym_r
Scorching Winds,Cheapest Recent Printing - Portal,0.28,Instant,sym_r
Scorchmark,Cheapest Recent Printing - Ravnica Allegiance,0.05,Instant,sym_1 sym_r
Scorchwalker,Cheapest Recent Printing - Gatecrash,0.02,Creature - Elemental,sym_3 sym_r
Scoria Cat,Cheapest Recent Printing - Prophecy,0.23,Creature - Cat,sym_3 sym_r sym_r
Scoria Elemental,Cheapest Recent Printing - Scars of Mirrodin,0.08,Creature - Elemental,sym_4 sym_r
Scoria Wurm,Cheapest Recent Printing - Tenth Edition,0.46,Creature - Wurm,sym_4 sym_r
Scorn Effigy,Cheapest Recent Printing - Kaldheim,0.07,Artifact Creature - Scarecrow,sym_3
Scorn-Blade Berserker,Cheapest Recent Printing - March of the Machine,0.12,Creature - Human Berserker,sym_b
Scorned Villager // Moonscarred Werewolf,Cheapest Recent Printing - Dark Ascension,0.17,Creature - Human Werewolf // Creature - Werewolf,sym_1 sym_g
Scornful Aether-Lich,Cheapest Recent Printing - Conflux,0.09,Artifact Creature - Zombie Wizard,sym_3 sym_u
Scornful Egotist,Cheapest Recent Printing - Scourge,0.12,Creature - Human Wizard,sym_7 sym_u
Scorpion Dragon,Cheapest Recent Printing - Extras: Outlaws of Thunder Junction,N/A,Token Creature - Scorpion Dragon,
Scorpion Sentinel,Cheapest Recent Printing - Final Fantasy,0.03,Artifact Creature - Robot Scorpion,sym_1 sym_u
"Scorpion, Seething Striker",Cheapest Recent Printing - Marvel's Spider-Man,0.03,Legendary Creature - Scorpion Human Villain,sym_3 sym_b
Scorpion's Sting,Cheapest Recent Printing - Marvel's Spider-Man,0.02,Instant,sym_1 sym_b
Scour,Cheapest Recent Printing - Betrayers of Kamigawa,0.15,Instant,sym_2 sym_w sym_w
Scour All Possibilities,Cheapest Recent Printing - Modern Horizons,0.15,Sorcery,sym_1 sym_u
Scour for Scrap,Cheapest Recent Printing - Edge of Eternities,0.27,Instant,sym_3 sym_u
Scour from Existence,Cheapest Recent Printing - Battle for Zendikar,0.11,Instant,sym_7
Scour the Desert,Cheapest Recent Printing - Modern Horizons 2,0.06,Sorcery,sym_3 sym_w sym_w
Scour the Laboratory,Cheapest Recent Printing - Eldritch Moon,0.07,Instant,sym_4 sym_u sym_u
Scour the Scene,Cheapest Recent Printing - Alchemy: Murders at Karlov Manor,N/A,Enchantment,sym_w sym_u
Scoured Barrens,Cheapest Recent Printing - Tarkir: Dragonstorm,0.04,Land,
Scourge Devil,Cheapest Recent Printing - Shards of Alara,0.15,Creature - Devil,sym_4 sym_r
Scourge of Fleets,Cheapest Recent Printing - Journey into Nyx,0.43,Creature - Kraken,sym_5 sym_u sym_u
Scourge of Geier Reach,Cheapest Recent Printing - Innistrad,0.06,Creature - Elemental,sym_3 sym_r sym_r
Scourge of Kher Ridges,Cheapest Recent Printing - Future Sight,1.80,Creature - Dragon,sym_6 sym_r sym_r
Scourge of Nel Toth,Cheapest Recent Printing - Starter Commander Decks,0.34,Creature - Zombie Dragon,sym_5 sym_b sym_b
Scourge of Numai,Cheapest Recent Printing - Betrayers of Kamigawa,0.07,Creature - Demon Spirit,sym_3 sym_b
Scourge of Skola Vale,Cheapest Recent Printing - Born of the Gods,0.30,Creature - Hydra,sym_2 sym_g
Scourge of the Nobilis,Cheapest Recent Printing - Eventide,0.22,Enchantment - Aura,sym_2 sym_rw
Scourge of the Skyclaves,Cheapest Recent Printing - Zendikar Rising,0.46,Creature - Demon,sym_1 sym_b
Scourge of the Throne,Cheapest Recent Printing - Tarkir: Dragonstorm Commander,0.21,Creature - Dragon,sym_4 sym_r sym_r
Scourge of the Undercity,Cheapest Recent Printing - Foundations Jumpstart,0.11,Creature - Gorgon Vampire,sym_1 sym_b
Scourge of Valkas,Cheapest Recent Printing - Magic Fest 2025,1.28,Creature - Dragon,sym_2 sym_r sym_r sym_r
Scourge Servant,Cheapest Recent Printing - Mirrodin Besieged,0.08,Creature - Phyrexian Zombie,sym_4 sym_b
Scourge Wolf,Cheapest Recent Printing - Shadows over Innistrad,0.18,Creature - Wolf Horror,sym_r sym_r
Scourgemark,Cheapest Recent Printing - Theros,0.06,Enchantment - Aura,sym_1 sym_b
Scourglass,Cheapest Recent Printing - Shards of Alara,3.90,Artifact,sym_3 sym_w sym_w
Scouring Sands,Cheapest Recent Printing - Born of the Gods,0.10,Sorcery,sym_1 sym_r
Scouring Swarm,Cheapest Recent Printing - Edge of Eternities Commander,0.14,Creature - Insect,sym_1 sym_b sym_g
Scout for Survivors,Cheapest Recent Printing - Edge of Eternities,0.10,Sorcery,sym_2 sym_w
Scout the Borders,Cheapest Recent Printing - Khans of Tarkir,0.03,Sorcery,sym_2 sym_g
Scout the City,Cheapest Recent Printing - Marvel's Spider-Man,0.03,Sorcery,sym_1 sym_g
Scout the Wilderness,Cheapest Recent Printing - Dominaria United,0.02,Sorcery,sym_2 sym_g
Scout's Warning,Cheapest Recent Printing - Future Sight,3.46,Instant,sym_w
Scouting Hawk,Cheapest Recent Printing - Commander Legends: Battle for Baldur's Gate,0.12,Creature - Bird,sym_2 sym_w
Scouting Trek,Cheapest Recent Printing - Invasion,0.76,Sorcery,sym_1 sym_g
Scrabbling Claws,Cheapest Recent Printing - Ravnica Allegiance,0.10,Artifact,sym_1
Scrabbling Skullcrab,Cheapest Recent Printing - Duskmourn: House of Horror,0.10,Creature - Crab Skeleton,sym_u
Scragnoth,Cheapest Recent Printing - Time Spiral 'Timeshifted',0.39,Creature - Beast,sym_4 sym_g
Scrambleverse,Cheapest Recent Printing - Magic 2012,1.09,Sorcery,sym_6 sym_r sym_r
Scrap,Cheapest Recent Printing - Urza's Saga,0.17,Instant,sym_2 sym_r
Scrap // Phyrexian Myr,Cheapest Recent Printing - Extras: The Brothers' War Commander,N/A,Token,
Scrap // Powerstone,Cheapest Recent Printing - Extras: The Brothers' War Commander,N/A,Token,
Scrap Compactor,Cheapest Recent Printing - Aetherdrift,0.02,Artifact,sym_1
Scrap Mastery,Cheapest Recent Printing - Commander Anthology Volume II,4.38,Sorcery,sym_3 sym_r sym_r
Scrap Trawler,Cheapest Recent Printing - Aether Revolt,1.29,Artifact Creature - Construct,sym_3
Scrap Welder,Cheapest Recent Printing - Kamigawa: Neon Dynasty,0.16,Creature - Goblin Artificer,sym_2 sym_r
Scrapbasket,Cheapest Recent Printing - Shadowmoor,0.21,Artifact Creature - Scarecrow,sym_4
Scrapdiver Serpent,Cheapest Recent Printing - Scars of Mirrodin,0.10,Creature - Serpent,sym_5 sym_u sym_u
Scrapheap,Cheapest Recent Printing - Urza's Legacy,6.48,Artifact,sym_3
Scrapheap Scrounger,Cheapest Recent Printing - Kaladesh,0.19,Artifact Creature - Construct,sym_2
Scrapper Champion,Cheapest Recent Printing - Aether Revolt,0.11,Creature - Human Artificer,sym_3 sym_r
Scrappy Bruiser,Cheapest Recent Printing - March of the Machine,0.07,Creature - Raccoon Warrior,sym_3 sym_r
Scrapshooter,Cheapest Recent Printing - Bloomburrow,0.47,Creature - Raccoon Archer,sym_1 sym_g sym_g
Scrapskin Drake,Cheapest Recent Printing - Magic Origins,0.07,Creature - Zombie Drake,sym_2 sym_u
Scrapwork Cohort,Cheapest Recent Printing - The Brothers' War,0.05,Artifact Creature - Soldier,sym_4
Scrapwork Mutt,Cheapest Recent Printing - The Brothers' War,0.15,Artifact Creature - Dog,sym_2
Scrapwork Rager,Cheapest Recent Printing - The Brothers' War,0.02,Artifact Creature - Phyrexian Horror,sym_4
Scrapyard Mongrel,Cheapest Recent Printing - Magic 2015 Core Set,0.09,Creature - Dog,sym_3 sym_r
Scrapyard Recombiner,Cheapest Recent Printing - Modern Horizons,0.77,Artifact Creature - Construct,sym_3
Scrapyard Salvo,Cheapest Recent Printing - New Phyrexia,0.12,Sorcery,sym_1 sym_r sym_r
Scrapyard Steelbreaker,Cheapest Recent Printing - Kamigawa: Neon Dynasty,0.04,Artifact Creature - Human Warrior,sym_3 sym_r
Scrawling Crawler,Cheapest Recent Printing - Foundations,5.64,Artifact Creature - Phyrexian Construct,sym_3
Scream Puff,Cheapest Recent Printing - Wilds of Eldraine,0.04,Creature - Horror,sym_4 sym_b
Screamer-Killer,"Cheapest Recent Printing - Warhammer 40,000 Surge Foils",0.77,Creature - Tyranid,sym_4 sym_r
Screaming Fury,Cheapest Recent Printing - Fifth Dawn,0.16,Sorcery,sym_2 sym_r
Screaming Nemesis,Cheapest Recent Printing - Duskmourn: House of Horror,10.06,Creature - Spirit,sym_2 sym_r
